timestamp,user,ip,country,severity,reason,event_type,mitre_id,mitre_technique,attempt_count
2026-05-29 00:23:00,dev.ops,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,5
2026-05-29 00:23:05,john.doe,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,7
2026-05-29 00:23:40,root,63.73.13.120,CN,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1
2026-05-29 00:23:40,admin,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,10
2026-05-29 00:23:56,root,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,7
2026-05-29 00:23:56,john.doe,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9
2026-05-29 00:24:14,guest,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,12
2026-05-29 00:24:18,hr.user,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:24:49,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,8
2026-05-29 00:24:53,dev.ops,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,13
2026-05-29 00:25:11,deekshitha,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,1
2026-05-29 00:25:13,root,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,4
2026-05-29 00:25:14,admin,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:25:31,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,7
2026-05-29 00:25:36,jane.smith,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6
2026-05-29 00:25:50,hr.user,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:26:27,john.doe,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,7
2026-05-29 00:26:30,jane.smith,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,12
2026-05-29 00:26:45,hr.user,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:26:56,deekshitha,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,11
2026-05-29 00:26:56,admin,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,1
2026-05-29 00:27:06,dev.ops,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,8
2026-05-29 00:27:25,root,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:27:34,hr.user,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:27:40,root,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6
2026-05-29 00:27:41,jane.smith,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:28:35,admin,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:29:46,deekshitha,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,4
2026-05-29 00:29:57,jane.smith,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5
2026-05-29 00:30:15,root,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,1
2026-05-29 00:30:27,jane.smith,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,2
2026-05-29 00:30:44,hr.user,103.21.244.0,RU,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,7
2026-05-29 00:30:49,guest,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6
2026-05-29 00:30:53,root,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:31:00,jane.smith,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,4
2026-05-29 00:31:22,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,2
2026-05-29 00:31:29,admin,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,2
2026-05-29 00:31:34,root,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:31:57,guest,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6
2026-05-29 00:31:59,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,8
2026-05-29 00:32:25,jane.smith,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,12
2026-05-29 00:32:34,deekshitha,168.8.249.123,RU,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1
2026-05-29 00:32:36,root,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6
2026-05-29 00:32:52,admin,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,7
2026-05-29 00:32:52,jane.smith,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4
2026-05-29 00:33:04,john.doe,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,1
2026-05-29 00:33:07,hr.user,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:33:24,dev.ops,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,8
2026-05-29 00:33:24,dev.ops,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,7
2026-05-29 00:33:36,admin,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,11
2026-05-29 00:34:22,admin,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4
2026-05-29 00:34:47,dev.ops,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,1
2026-05-29 00:34:49,hr.user,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,14
2026-05-29 00:35:28,root,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,13
2026-05-29 00:36:20,admin,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,3
2026-05-29 00:36:24,guest,45.33.32.156,NG,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,3
2026-05-29 00:36:53,jane.smith,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,11
2026-05-29 00:37:02,deekshitha,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,11
2026-05-29 00:37:26,hr.user,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,2
2026-05-29 00:38:36,john.doe,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:38:47,jane.smith,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,13
2026-05-29 00:38:58,hr.user,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:39:03,dev.ops,97.62.101.56,CN,MEDIUM,Suspicious After-Hours Login,after_hours_login,T1078,Valid Accounts,1
2026-05-29 00:39:08,john.doe,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,2
2026-05-29 00:39:57,admin,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,10
2026-05-29 00:40:54,jane.smith,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,4
2026-05-29 00:40:57,guest,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,13
2026-05-29 00:41:18,admin,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:41:22,root,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,13
2026-05-29 00:41:46,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,7
2026-05-29 00:42:08,guest,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,11
2026-05-29 00:42:14,deekshitha,192.0.2.77,RU,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,10
2026-05-29 00:42:31,dev.ops,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:42:32,dev.ops,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,10
2026-05-29 00:42:35,dev.ops,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:42:49,jane.smith,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,4
2026-05-29 00:43:09,admin,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:43:15,root,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,8
2026-05-29 00:43:23,deekshitha,192.0.2.77,NG,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:43:38,root,198.51.100.23,KP,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,6
2026-05-29 00:44:05,guest,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,3
2026-05-29 00:44:10,deekshitha,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,9
2026-05-29 00:44:10,root,185.220.101.45,CN,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,1
2026-05-29 00:44:15,root,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6
2026-05-29 00:44:49,root,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,6
2026-05-29 00:45:04,root,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,12
2026-05-29 00:45:19,jane.smith,198.51.100.23,RU,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:45:52,jane.smith,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,8
2026-05-29 00:46:00,hr.user,45.33.32.156,CN,CRITICAL,Known Malicious IP Detected: 45.33.32.156,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:46:02,deekshitha,185.220.101.45,NG,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,4
2026-05-29 00:46:16,hr.user,185.220.101.45,RU,CRITICAL,Known Malicious IP Detected: 185.220.101.45,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:46:35,jane.smith,185.220.101.45,KP,CRITICAL,Known Malicious IP Detected: 185.220.101.45,brute_force,T1110,Brute Force,3
2026-05-29 00:47:01,dev.ops,103.21.244.0,CN,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,1
2026-05-29 00:47:03,deekshitha,103.21.244.0,NG,CRITICAL,Known Malicious IP Detected: 103.21.244.0,brute_force,T1110,Brute Force,5
2026-05-29 00:47:25,deekshitha,198.51.100.23,NG,CRITICAL,Known Malicious IP Detected: 198.51.100.23,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:47:26,jane.smith,45.33.32.156,KP,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,6
2026-05-29 00:47:39,root,192.0.2.77,KP,CRITICAL,Known Malicious IP Detected: 192.0.2.77,credential_stuffing,T1110.004,Credential Stuffing,1
2026-05-29 00:48:08,dev.ops,45.33.32.156,RU,CRITICAL,Known Malicious IP Detected: 45.33.32.156,brute_force,T1110,Brute Force,5
2026-05-29 00:48:12,john.doe,198.51.100.23,CN,CRITICAL,Known Malicious IP Detected: 198.51.100.23,brute_force,T1110,Brute Force,8
2026-05-29 00:48:14,deekshitha,192.0.2.77,CN,CRITICAL,Known Malicious IP Detected: 192.0.2.77,brute_force,T1110,Brute Force,1
2026-05-29 00:48:51,john.doe,103.21.244.0,KP,CRITICAL,Known Malicious IP Detected: 103.21.244.0,credential_stuffing,T1110.004,Credential Stuffing,1
