timestamp,user,ip,country,status,attempt_count,event_type
2026-05-26 00:20:37,jane.smith,185.220.101.45,CN,FAILED,8,brute_force
2026-05-26 00:20:52,admin,45.33.32.156,RU,FAILED,8,brute_force
2026-05-26 00:21:27,deekshitha,185.220.101.45,RU,FAILED,7,brute_force
2026-05-26 00:21:46,dev.ops,185.220.101.45,RU,FAILED,10,brute_force
2026-05-26 00:22:05,hr.user,45.33.32.156,RU,FAILED,1,credential_stuffing
2026-05-26 00:22:10,root,185.220.101.45,CN,FAILED,1,credential_stuffing
2026-05-26 00:22:17,admin,198.51.100.23,KP,FAILED,6,brute_force
2026-05-26 00:22:27,root,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 00:22:46,admin,192.0.2.77,NG,FAILED,8,brute_force
2026-05-26 00:23:03,jane.smith,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 00:23:20,john.doe,192.0.2.77,RU,FAILED,1,credential_stuffing
2026-05-26 00:23:22,deekshitha,103.21.244.0,KP,FAILED,1,credential_stuffing
2026-05-26 00:23:51,admin,192.0.2.77,NG,FAILED,6,brute_force
2026-05-26 00:24:00,jane.smith,185.220.101.45,NG,FAILED,1,credential_stuffing
2026-05-26 00:24:05,admin,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:24:27,jane.smith,103.21.244.0,RU,FAILED,1,credential_stuffing
2026-05-26 00:25:04,jane.smith,45.33.32.156,RU,FAILED,5,brute_force
2026-05-26 00:25:40,admin,45.33.32.156,KP,FAILED,3,brute_force
2026-05-26 00:25:48,admin,45.33.32.156,NG,FAILED,7,brute_force
2026-05-26 00:26:11,hr.user,103.21.244.0,CN,FAILED,4,brute_force
2026-05-26 00:26:26,admin,198.51.100.23,RU,FAILED,9,brute_force
2026-05-26 00:26:33,jane.smith,192.0.2.77,RU,FAILED,15,brute_force
2026-05-26 00:26:49,root,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 00:26:52,dev.ops,185.220.101.45,NG,FAILED,3,brute_force
2026-05-26 00:27:59,deekshitha,192.0.2.77,KP,FAILED,5,brute_force
2026-05-26 00:28:05,dev.ops,45.33.32.156,KP,FAILED,4,brute_force
2026-05-26 00:28:35,admin,101.88.52.67,BR,SUCCESS,1,after_hours_login
2026-05-26 00:28:39,deekshitha,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:28:40,hr.user,103.21.244.0,KP,FAILED,2,brute_force
2026-05-26 00:28:53,dev.ops,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:28:59,dev.ops,45.33.32.156,RU,FAILED,5,brute_force
2026-05-26 00:29:15,guest,103.21.244.0,CN,FAILED,1,credential_stuffing
2026-05-26 00:29:16,admin,192.0.2.77,RU,FAILED,6,brute_force
2026-05-26 00:29:27,hr.user,103.21.244.0,KP,FAILED,1,credential_stuffing
2026-05-26 00:29:30,john.doe,198.51.100.23,NG,FAILED,6,brute_force
2026-05-26 00:29:58,john.doe,198.51.100.23,RU,FAILED,4,brute_force
2026-05-26 00:30:08,guest,192.0.2.77,CN,FAILED,10,brute_force
2026-05-26 00:30:10,jane.smith,45.33.32.156,KP,FAILED,8,brute_force
2026-05-26 00:30:31,john.doe,192.0.2.77,NG,FAILED,5,brute_force
2026-05-26 00:30:31,hr.user,198.51.100.23,RU,FAILED,6,brute_force
2026-05-26 00:30:38,dev.ops,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:31:04,deekshitha,1.45.200.102,IN,SUCCESS,1,after_hours_login
2026-05-26 00:31:13,dev.ops,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 00:31:17,deekshitha,7.51.60.242,DE,SUCCESS,1,after_hours_login
2026-05-26 00:31:45,guest,192.0.2.77,KP,FAILED,12,brute_force
2026-05-26 00:31:47,admin,198.51.100.23,RU,FAILED,1,credential_stuffing
2026-05-26 00:32:03,deekshitha,45.33.32.156,RU,FAILED,1,credential_stuffing
2026-05-26 00:32:04,guest,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:32:28,root,45.33.32.156,RU,FAILED,4,brute_force
2026-05-26 00:32:55,dev.ops,45.33.32.156,NG,FAILED,6,brute_force
2026-05-26 00:32:57,root,45.33.32.156,RU,FAILED,2,brute_force
2026-05-26 00:33:19,root,103.21.244.0,CN,FAILED,1,credential_stuffing
2026-05-26 00:33:26,hr.user,185.220.101.45,CN,FAILED,1,brute_force
2026-05-26 00:33:46,guest,103.21.244.0,RU,FAILED,9,brute_force
2026-05-26 00:34:00,root,198.51.100.23,RU,FAILED,2,brute_force
2026-05-26 00:34:16,dev.ops,198.51.100.23,RU,FAILED,12,brute_force
2026-05-26 00:34:17,admin,185.220.101.45,CN,FAILED,4,brute_force
2026-05-26 00:34:28,hr.user,198.51.100.23,RU,FAILED,5,brute_force
2026-05-26 00:34:40,dev.ops,45.33.32.156,NG,FAILED,10,brute_force
2026-05-26 00:35:06,root,103.21.244.0,NG,FAILED,5,brute_force
2026-05-26 00:35:24,admin,198.51.100.23,RU,FAILED,5,brute_force
2026-05-26 00:35:32,guest,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:35:34,dev.ops,198.51.100.23,RU,FAILED,1,credential_stuffing
2026-05-26 00:35:48,admin,198.51.100.23,KP,FAILED,1,brute_force
2026-05-26 00:36:06,jane.smith,103.21.244.0,KP,FAILED,4,brute_force
2026-05-26 00:36:08,deekshitha,185.220.101.45,KP,FAILED,1,brute_force
2026-05-26 00:36:10,dev.ops,45.33.32.156,NG,FAILED,13,brute_force
2026-05-26 00:36:29,john.doe,192.0.2.77,KP,FAILED,5,brute_force
2026-05-26 00:36:48,deekshitha,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 00:36:52,jane.smith,103.21.244.0,CN,FAILED,10,brute_force
2026-05-26 00:36:54,john.doe,103.21.244.0,KP,FAILED,6,brute_force
2026-05-26 00:37:50,jane.smith,192.0.2.77,RU,FAILED,1,credential_stuffing
2026-05-26 00:37:54,root,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:37:59,john.doe,103.21.244.0,RU,FAILED,3,brute_force
2026-05-26 00:38:01,hr.user,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 00:38:20,deekshitha,211.4.194.93,NG,SUCCESS,1,after_hours_login
2026-05-26 00:38:56,guest,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:39:13,hr.user,103.21.244.0,NG,FAILED,5,brute_force
2026-05-26 00:39:16,admin,192.0.2.77,KP,FAILED,5,brute_force
2026-05-26 00:39:47,root,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 00:40:02,hr.user,185.220.101.45,NG,FAILED,9,brute_force
2026-05-26 00:40:05,guest,192.0.2.77,RU,FAILED,14,brute_force
2026-05-26 00:40:06,hr.user,103.21.244.0,NG,FAILED,8,brute_force
2026-05-26 00:40:16,root,45.33.32.156,CN,FAILED,1,brute_force
2026-05-26 00:40:18,admin,198.51.100.23,KP,FAILED,8,brute_force
2026-05-26 00:40:38,deekshitha,103.21.244.0,KP,FAILED,1,credential_stuffing
2026-05-26 00:40:38,dev.ops,198.51.100.23,NG,FAILED,1,credential_stuffing
2026-05-26 00:41:03,admin,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 00:41:04,deekshitha,185.220.101.45,RU,FAILED,1,brute_force
2026-05-26 00:41:20,guest,103.21.244.0,RU,FAILED,1,credential_stuffing
2026-05-26 00:41:30,admin,198.51.100.23,RU,FAILED,13,brute_force
2026-05-26 00:42:24,root,185.220.101.45,CN,FAILED,1,credential_stuffing
2026-05-26 00:42:36,guest,103.21.244.0,RU,FAILED,1,credential_stuffing
2026-05-26 00:42:37,jane.smith,103.21.244.0,RU,FAILED,1,credential_stuffing
2026-05-26 00:42:58,jane.smith,192.0.2.77,KP,FAILED,2,brute_force
2026-05-26 00:43:23,dev.ops,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 00:43:27,guest,192.0.2.77,RU,FAILED,2,brute_force
2026-05-26 00:43:29,hr.user,103.21.244.0,NG,FAILED,9,brute_force
2026-05-26 00:43:42,john.doe,45.33.32.156,RU,FAILED,14,brute_force
2026-05-26 00:45:11,deekshitha,198.51.100.23,CN,FAILED,1,credential_stuffing
2026-05-26 00:45:20,jane.smith,185.220.101.45,RU,FAILED,8,brute_force
2026-05-26 00:45:29,jane.smith,103.21.244.0,NG,FAILED,1,credential_stuffing
2026-05-26 00:45:41,dev.ops,198.51.100.23,RU,FAILED,3,brute_force
2026-05-26 00:45:42,jane.smith,45.33.32.156,NG,FAILED,7,brute_force
2026-05-26 00:46:02,root,103.21.244.0,NG,FAILED,1,credential_stuffing
2026-05-26 00:46:14,jane.smith,45.33.32.156,RU,FAILED,1,credential_stuffing
2026-05-26 00:46:16,jane.smith,45.33.32.156,RU,FAILED,1,brute_force
2026-05-26 00:46:42,deekshitha,185.220.101.45,CN,FAILED,5,brute_force
2026-05-26 00:47:16,guest,103.21.244.0,CN,FAILED,3,brute_force
2026-05-26 00:47:16,admin,198.51.100.23,RU,FAILED,2,brute_force
2026-05-26 00:48:32,admin,103.21.244.0,KP,FAILED,5,brute_force
2026-05-26 00:48:39,root,45.33.32.156,RU,FAILED,9,brute_force
2026-05-26 00:49:11,admin,45.33.32.156,KP,FAILED,6,brute_force
2026-05-26 00:49:18,admin,185.220.101.45,NG,FAILED,1,credential_stuffing
2026-05-26 00:49:32,jane.smith,45.33.32.156,RU,FAILED,1,brute_force
2026-05-26 00:49:46,guest,103.21.244.0,CN,FAILED,2,brute_force
2026-05-26 00:50:20,john.doe,198.51.100.23,CN,FAILED,5,brute_force
2026-05-26 00:50:21,john.doe,192.0.2.77,NG,FAILED,5,brute_force
2026-05-26 00:50:31,admin,198.51.100.23,RU,FAILED,11,brute_force
2026-05-26 00:50:45,jane.smith,103.21.244.0,KP,FAILED,1,brute_force
2026-05-26 00:51:07,admin,185.220.101.45,NG,FAILED,12,brute_force
2026-05-26 00:52:39,jane.smith,192.0.2.77,RU,FAILED,14,brute_force
2026-05-26 00:52:46,guest,45.33.32.156,RU,FAILED,1,brute_force
2026-05-26 00:52:53,admin,185.220.101.45,CN,FAILED,1,brute_force
2026-05-26 00:53:01,dev.ops,45.33.32.156,KP,FAILED,10,brute_force
2026-05-26 00:53:33,hr.user,45.33.32.156,RU,FAILED,1,brute_force
2026-05-26 00:53:43,admin,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 00:53:54,jane.smith,103.21.244.0,RU,FAILED,8,brute_force
2026-05-26 00:53:58,dev.ops,185.220.101.45,RU,FAILED,12,brute_force
2026-05-26 00:54:01,john.doe,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:54:13,john.doe,103.21.244.0,CN,FAILED,5,brute_force
2026-05-26 00:54:18,guest,192.0.2.77,KP,FAILED,7,brute_force
2026-05-26 00:54:57,jane.smith,103.21.244.0,KP,FAILED,10,brute_force
2026-05-26 00:55:19,dev.ops,192.0.2.77,NG,FAILED,1,credential_stuffing
2026-05-26 00:55:25,deekshitha,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 00:55:27,jane.smith,45.33.32.156,CN,FAILED,14,brute_force
2026-05-26 00:55:49,dev.ops,190.18.182.167,DE,SUCCESS,1,after_hours_login
2026-05-26 00:55:53,deekshitha,185.220.101.45,KP,FAILED,3,brute_force
2026-05-26 00:56:01,guest,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 00:56:59,admin,185.220.101.45,CN,FAILED,1,brute_force
2026-05-26 00:57:02,guest,192.0.2.77,KP,FAILED,2,brute_force
2026-05-26 00:57:13,admin,192.0.2.77,KP,FAILED,2,brute_force
2026-05-26 00:57:33,hr.user,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 00:57:42,hr.user,103.21.244.0,NG,FAILED,1,brute_force
2026-05-26 00:57:57,deekshitha,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:58:28,jane.smith,192.0.2.77,RU,FAILED,13,brute_force
2026-05-26 00:58:48,john.doe,198.51.100.23,RU,FAILED,8,brute_force
2026-05-26 00:59:12,john.doe,45.33.32.156,NG,FAILED,13,brute_force
2026-05-26 00:59:48,hr.user,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:59:51,deekshitha,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 00:59:53,guest,103.21.244.0,KP,FAILED,5,brute_force
2026-05-26 01:00:08,dev.ops,45.33.32.156,NG,FAILED,6,brute_force
2026-05-26 01:00:45,dev.ops,198.51.100.23,NG,FAILED,3,brute_force
2026-05-26 01:00:54,dev.ops,198.51.100.23,CN,FAILED,4,brute_force
2026-05-26 01:01:03,john.doe,103.21.244.0,CN,FAILED,2,brute_force
2026-05-26 01:01:15,hr.user,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 01:01:58,admin,45.33.32.156,CN,FAILED,14,brute_force
2026-05-26 01:02:08,hr.user,192.0.2.77,RU,FAILED,2,brute_force
2026-05-26 01:02:12,jane.smith,192.0.2.77,KP,FAILED,1,brute_force
2026-05-26 01:02:32,hr.user,185.220.101.45,KP,FAILED,13,brute_force
2026-05-26 01:02:46,jane.smith,134.164.115.207,RU,SUCCESS,1,after_hours_login
2026-05-26 01:02:48,dev.ops,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 01:02:56,guest,198.51.100.23,RU,FAILED,1,credential_stuffing
2026-05-26 01:03:31,root,103.21.244.0,CN,FAILED,1,credential_stuffing
2026-05-26 01:03:35,guest,185.220.101.45,CN,FAILED,1,credential_stuffing
2026-05-26 01:03:43,root,103.21.244.0,RU,FAILED,11,brute_force
2026-05-26 01:04:14,root,45.33.32.156,CN,FAILED,4,brute_force
2026-05-26 01:04:23,deekshitha,45.33.32.156,NG,FAILED,1,credential_stuffing
2026-05-26 01:04:26,jane.smith,198.51.100.23,NG,FAILED,1,brute_force
2026-05-26 01:04:28,john.doe,192.0.2.77,RU,FAILED,1,credential_stuffing
2026-05-26 01:04:44,root,45.33.32.156,KP,FAILED,11,brute_force
2026-05-26 01:04:45,hr.user,45.33.32.156,NG,FAILED,1,credential_stuffing
2026-05-26 01:04:50,john.doe,198.51.100.23,CN,FAILED,7,brute_force
2026-05-26 01:05:05,hr.user,192.0.2.77,NG,FAILED,1,brute_force
2026-05-26 01:05:15,john.doe,45.33.32.156,RU,FAILED,1,credential_stuffing
2026-05-26 01:05:46,root,103.21.244.0,CN,FAILED,1,credential_stuffing
2026-05-26 01:06:26,hr.user,103.21.244.0,RU,FAILED,3,brute_force
2026-05-26 01:06:43,john.doe,192.0.2.77,NG,FAILED,2,brute_force
2026-05-26 01:06:50,deekshitha,192.0.2.77,NG,FAILED,11,brute_force
2026-05-26 01:07:18,guest,45.33.32.156,NG,FAILED,1,credential_stuffing
2026-05-26 01:07:30,hr.user,192.0.2.77,NG,FAILED,1,credential_stuffing
2026-05-26 01:07:31,jane.smith,198.51.100.23,RU,FAILED,1,credential_stuffing
2026-05-26 01:08:00,jane.smith,185.220.101.45,CN,FAILED,9,brute_force
2026-05-26 01:08:17,root,198.51.100.23,CN,FAILED,11,brute_force
2026-05-26 01:08:19,hr.user,45.33.32.156,RU,FAILED,8,brute_force
2026-05-26 01:08:51,jane.smith,192.0.2.77,RU,FAILED,11,brute_force
2026-05-26 01:09:04,jane.smith,45.33.32.156,NG,FAILED,9,brute_force
2026-05-26 01:09:19,jane.smith,192.0.2.77,CN,FAILED,3,brute_force
2026-05-26 01:09:49,guest,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 01:10:26,john.doe,198.51.100.23,RU,FAILED,13,brute_force
2026-05-26 01:10:30,hr.user,103.21.244.0,NG,FAILED,10,brute_force
2026-05-26 01:10:32,dev.ops,198.51.100.23,CN,FAILED,1,credential_stuffing
2026-05-26 01:10:40,root,45.33.32.156,KP,FAILED,8,brute_force
2026-05-26 01:10:42,hr.user,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 01:11:27,hr.user,103.21.244.0,CN,FAILED,12,brute_force
2026-05-26 01:11:44,jane.smith,185.220.101.45,RU,FAILED,11,brute_force
2026-05-26 01:11:57,admin,103.21.244.0,CN,FAILED,1,credential_stuffing
2026-05-26 01:12:26,jane.smith,192.0.2.77,NG,FAILED,1,credential_stuffing
2026-05-26 01:12:33,admin,192.0.2.77,KP,FAILED,1,credential_stuffing
2026-05-26 01:12:45,john.doe,198.51.100.23,NG,FAILED,6,brute_force
2026-05-26 01:12:46,john.doe,103.21.244.0,KP,FAILED,4,brute_force
2026-05-26 01:12:50,root,103.21.244.0,CN,FAILED,3,brute_force
2026-05-26 01:13:08,guest,192.0.2.77,RU,FAILED,3,brute_force
2026-05-26 01:13:42,deekshitha,67.118.148.182,KP,SUCCESS,1,after_hours_login
2026-05-26 01:14:19,dev.ops,192.0.2.77,RU,FAILED,1,credential_stuffing
2026-05-26 01:14:20,root,103.21.244.0,NG,FAILED,8,brute_force
2026-05-26 01:14:24,jane.smith,192.0.2.77,RU,FAILED,12,brute_force
2026-05-26 01:14:46,hr.user,192.0.2.77,NG,FAILED,1,credential_stuffing
2026-05-26 01:15:03,john.doe,185.220.101.45,CN,FAILED,1,credential_stuffing
2026-05-26 01:15:21,guest,192.0.2.77,NG,FAILED,1,credential_stuffing
2026-05-26 01:15:33,root,103.21.244.0,KP,FAILED,10,brute_force
2026-05-26 01:15:43,hr.user,185.220.101.45,NG,FAILED,7,brute_force
2026-05-26 01:15:44,guest,45.33.32.156,CN,FAILED,1,credential_stuffing
2026-05-26 01:15:46,jane.smith,185.220.101.45,KP,FAILED,7,brute_force
2026-05-26 01:16:12,admin,198.51.100.23,CN,FAILED,6,brute_force
2026-05-26 01:16:34,dev.ops,198.51.100.23,KP,FAILED,1,credential_stuffing
2026-05-26 01:16:58,dev.ops,45.33.32.156,KP,FAILED,1,credential_stuffing
2026-05-26 01:17:09,jane.smith,192.0.2.77,NG,FAILED,6,brute_force
2026-05-26 01:17:21,hr.user,192.0.2.77,NG,FAILED,3,brute_force
2026-05-26 01:17:32,root,45.33.32.156,NG,FAILED,4,brute_force
2026-05-26 01:18:01,john.doe,198.51.100.23,NG,FAILED,5,brute_force
2026-05-26 01:18:22,john.doe,192.0.2.77,KP,FAILED,14,brute_force
2026-05-26 01:18:28,guest,192.0.2.77,RU,FAILED,1,credential_stuffing
2026-05-26 01:18:40,guest,185.220.101.45,KP,FAILED,1,credential_stuffing
2026-05-26 01:19:36,jane.smith,103.21.244.0,RU,FAILED,1,credential_stuffing
2026-05-26 01:19:57,root,185.220.101.45,RU,FAILED,1,credential_stuffing
2026-05-26 01:20:39,deekshitha,192.0.2.77,KP,FAILED,2,brute_force
2026-05-26 01:21:06,jane.smith,192.0.2.77,RU,FAILED,5,brute_force
2026-05-26 01:21:12,guest,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 01:21:18,hr.user,185.220.101.45,RU,FAILED,3,brute_force
2026-05-26 01:21:28,guest,192.0.2.77,CN,FAILED,1,credential_stuffing
2026-05-26 01:21:31,root,103.21.244.0,CN,FAILED,9,brute_force
2026-05-26 01:21:34,jane.smith,103.21.244.0,RU,FAILED,9,brute_force
2026-05-26 01:22:08,jane.smith,45.33.32.156,KP,FAILED,7,brute_force
2026-05-26 01:22:10,admin,185.220.101.45,KP,FAILED,9,brute_force
2026-05-26 01:23:00,admin,185.220.101.45,NG,FAILED,6,brute_force
2026-05-26 01:23:13,deekshitha,185.220.101.45,NG,FAILED,1,credential_stuffing
2026-05-26 01:23:14,deekshitha,185.220.101.45,RU,FAILED,9,brute_force
2026-05-26 01:23:30,john.doe,103.21.244.0,KP,FAILED,13,brute_force
2026-05-26 01:23:50,hr.user,185.220.101.45,RU,FAILED,10,brute_force
