timestamp,user,ip,country,status,attempt_count,event_type,hour,user_encoded,country_encoded,status_encoded,anomaly_score,is_anomaly,risk_score,ml_label
2026-05-29 00:11:30,jane.smith,192.0.2.77,RU,FAILED,7,brute_force,0,5,6,0,0.04328446350077242,1,44.21,NORMAL
2026-05-29 00:12:47,hr.user,185.220.101.45,CN,FAILED,7,brute_force,0,4,1,0,0.03269619267611501,1,49.12,NORMAL
2026-05-29 00:13:48,admin,103.21.244.0,RU,FAILED,8,brute_force,0,0,6,0,0.00938754061146363,1,59.94,NORMAL
2026-05-29 00:14:15,deekshitha,103.21.244.0,NG,FAILED,1,credential_stuffing,0,1,5,0,0.08400314321697017,1,25.31,NORMAL
2026-05-29 00:14:24,root,198.51.100.23,NG,FAILED,4,brute_force,0,7,5,0,0.027891439165718013,1,51.35,NORMAL
2026-05-29 00:14:39,jane.smith,198.51.100.23,CN,FAILED,1,credential_stuffing,0,5,1,0,0.05128975798185742,1,40.49,NORMAL
2026-05-29 00:15:17,admin,185.220.101.45,KP,FAILED,2,brute_force,0,0,4,0,0.03908050723683798,1,46.16,NORMAL
2026-05-29 00:15:59,john.doe,198.51.100.23,CN,FAILED,6,brute_force,0,6,1,0,0.02138229431620642,1,54.37,NORMAL
2026-05-29 00:16:26,root,185.220.101.45,NG,FAILED,11,brute_force,0,7,5,0,-0.008183786687862238,-1,68.09,ANOMALY
2026-05-29 00:16:45,deekshitha,185.220.101.45,CN,FAILED,10,brute_force,0,1,1,0,0.0010178552943822528,1,63.82,NORMAL
2026-05-29 00:16:49,jane.smith,192.0.2.77,NG,FAILED,2,brute_force,0,5,5,0,0.07476740497435086,1,29.6,NORMAL
2026-05-29 00:17:00,admin,192.0.2.77,CN,FAILED,1,credential_stuffing,0,0,1,0,0.02027734053780461,1,54.88,NORMAL
2026-05-29 00:17:32,hr.user,192.0.2.77,KP,FAILED,1,credential_stuffing,0,4,4,0,0.07906146496049271,1,27.61,NORMAL
2026-05-29 00:17:37,deekshitha,192.0.2.77,RU,FAILED,11,brute_force,0,1,6,0,0.007374468939061241,1,60.87,NORMAL
2026-05-29 00:17:58,root,185.220.101.45,RU,FAILED,1,credential_stuffing,0,7,6,0,0.034148547928392836,1,48.45,NORMAL
2026-05-29 00:18:13,jane.smith,198.51.100.23,NG,FAILED,8,brute_force,0,5,5,0,0.05306044534870091,1,39.67,NORMAL
2026-05-29 00:18:21,guest,45.33.32.156,KP,FAILED,8,brute_force,0,3,4,0,0.05871771588112629,1,37.05,NORMAL
2026-05-29 00:18:22,guest,45.33.32.156,KP,FAILED,7,brute_force,0,3,4,0,0.06258455911412997,1,35.25,NORMAL
2026-05-29 00:18:35,hr.user,45.33.32.156,RU,FAILED,2,brute_force,0,4,6,0,0.07221567141985685,1,30.78,NORMAL
2026-05-29 00:18:40,root,198.51.100.23,NG,FAILED,1,credential_stuffing,0,7,5,0,0.04198368303586719,1,44.81,NORMAL
2026-05-29 00:18:56,jane.smith,45.33.32.156,NG,FAILED,9,brute_force,0,5,5,0,0.043473084616777236,1,44.12,NORMAL
2026-05-29 00:19:05,admin,192.0.2.77,CN,FAILED,1,credential_stuffing,0,0,1,0,0.02027734053780461,1,54.88,NORMAL
2026-05-29 00:19:08,root,185.220.101.45,RU,FAILED,6,brute_force,0,7,6,0,0.012418754101694907,1,58.53,NORMAL
2026-05-29 00:19:12,john.doe,198.51.100.23,CN,FAILED,1,credential_stuffing,0,6,1,0,0.04173287312435747,1,44.93,NORMAL
2026-05-29 00:20:22,admin,192.0.2.77,RU,FAILED,7,brute_force,0,0,6,0,0.015810253399981877,1,56.96,NORMAL
2026-05-29 00:20:28,hr.user,185.220.101.45,RU,FAILED,14,brute_force,0,4,6,0,-0.02596647383720696,-1,76.34,ANOMALY
2026-05-29 00:20:29,guest,198.51.100.23,RU,FAILED,3,brute_force,0,3,6,0,0.0687551369538627,1,32.39,NORMAL
2026-05-29 00:20:39,deekshitha,185.220.101.45,CN,FAILED,1,credential_stuffing,0,1,1,0,0.045243361156499295,1,43.3,NORMAL
2026-05-29 00:20:40,guest,103.21.244.0,NG,FAILED,14,brute_force,0,3,5,0,-0.007419142367659615,-1,67.74,ANOMALY
2026-05-29 00:20:46,jane.smith,198.51.100.23,KP,FAILED,7,brute_force,0,5,4,0,0.04847345352927579,1,41.8,NORMAL
2026-05-29 00:20:56,guest,192.0.2.77,RU,FAILED,8,brute_force,0,3,6,0,0.05363952829879315,1,39.4,NORMAL
2026-05-29 00:21:09,dev.ops,103.21.244.0,CN,FAILED,15,brute_force,0,2,1,0,-0.059262506395250436,-1,91.79,ANOMALY
2026-05-29 00:21:34,deekshitha,192.0.2.77,KP,FAILED,4,brute_force,0,1,4,0,0.055205596832632486,1,38.68,NORMAL
2026-05-29 00:21:37,root,103.21.244.0,KP,FAILED,6,brute_force,0,7,4,0,0.022912092087269076,1,53.66,NORMAL
2026-05-29 00:22:05,hr.user,103.21.244.0,CN,FAILED,1,credential_stuffing,0,4,1,0,0.05443810253176562,1,39.03,NORMAL
2026-05-29 00:22:23,deekshitha,198.51.100.23,CN,FAILED,1,credential_stuffing,0,1,1,0,0.045243361156499295,1,43.3,NORMAL
2026-05-29 00:22:35,admin,198.51.100.23,RU,FAILED,11,brute_force,0,0,6,0,-0.014913868395886487,-1,71.21,ANOMALY
2026-05-29 00:22:36,guest,198.51.100.23,CN,FAILED,7,brute_force,0,3,1,0,0.04386558753587344,1,43.94,NORMAL
2026-05-29 00:22:57,admin,45.33.32.156,KP,FAILED,1,credential_stuffing,0,0,4,0,0.05699920610161291,1,37.84,NORMAL
2026-05-29 00:23:00,dev.ops,198.51.100.23,NG,FAILED,5,brute_force,0,2,5,0,0.06161347254494054,1,35.7,NORMAL
2026-05-29 00:23:05,john.doe,45.33.32.156,RU,FAILED,7,brute_force,0,6,6,0,0.025087327172626073,1,52.65,NORMAL
2026-05-29 00:23:40,root,63.73.13.120,CN,SUCCESS,1,after_hours_login,0,7,1,1,-0.07222375356592681,-1,97.81,ANOMALY
2026-05-29 00:23:40,admin,103.21.244.0,CN,FAILED,10,brute_force,0,0,1,0,-0.014344422971572013,-1,70.95,ANOMALY
2026-05-29 00:23:56,root,185.220.101.45,NG,FAILED,7,brute_force,0,7,5,0,0.023614644254825068,1,53.34,NORMAL
2026-05-29 00:23:56,john.doe,185.220.101.45,CN,FAILED,9,brute_force,0,6,1,0,0.004204384576597442,1,62.34,NORMAL
2026-05-29 00:24:14,guest,185.220.101.45,RU,FAILED,12,brute_force,0,3,6,0,0.005357474165621712,1,61.81,NORMAL
2026-05-29 00:24:18,hr.user,198.51.100.23,RU,FAILED,1,credential_stuffing,0,4,6,0,0.08696675092300432,1,23.94,NORMAL
2026-05-29 00:24:49,deekshitha,192.0.2.77,CN,FAILED,8,brute_force,0,1,1,0,0.023827550622370852,1,53.24,NORMAL
2026-05-29 00:24:53,dev.ops,103.21.244.0,KP,FAILED,13,brute_force,0,2,4,0,-0.0063163688341624225,-1,67.22,ANOMALY
2026-05-29 00:25:11,deekshitha,192.0.2.77,KP,FAILED,1,brute_force,0,1,4,0,0.07403633443906887,1,29.94,NORMAL
2026-05-29 00:25:13,root,185.220.101.45,RU,FAILED,4,brute_force,0,7,6,0,0.014377313135954806,1,57.62,NORMAL
2026-05-29 00:25:14,admin,185.220.101.45,RU,FAILED,1,credential_stuffing,0,0,6,0,0.050840626608290695,1,40.7,NORMAL
2026-05-29 00:25:31,root,192.0.2.77,KP,FAILED,7,brute_force,0,7,4,0,0.02003745455103989,1,55.0,NORMAL
2026-05-29 00:25:36,jane.smith,198.51.100.23,KP,FAILED,6,brute_force,0,5,4,0,0.05039980663656696,1,40.91,NORMAL
2026-05-29 00:25:50,hr.user,192.0.2.77,RU,FAILED,1,credential_stuffing,0,4,6,0,0.08696675092300432,1,23.94,NORMAL
2026-05-29 00:26:27,john.doe,198.51.100.23,RU,FAILED,7,brute_force,0,6,6,0,0.025087327172626073,1,52.65,NORMAL
2026-05-29 00:26:30,jane.smith,185.220.101.45,RU,FAILED,12,brute_force,0,5,6,0,0.008920747955832642,1,60.15,NORMAL
2026-05-29 00:26:45,hr.user,198.51.100.23,NG,FAILED,1,credential_stuffing,0,4,5,0,0.09053295694616792,1,22.28,NORMAL
2026-05-29 00:26:56,deekshitha,185.220.101.45,RU,FAILED,11,brute_force,0,1,6,0,0.007374468939061241,1,60.87,NORMAL
2026-05-29 00:26:56,admin,45.33.32.156,CN,FAILED,1,brute_force,0,0,1,0,0.02027734053780461,1,54.88,NORMAL
2026-05-29 00:27:06,dev.ops,198.51.100.23,RU,FAILED,8,brute_force,0,2,6,0,0.039958278363649624,1,45.75,NORMAL
2026-05-29 00:27:25,root,192.0.2.77,CN,FAILED,1,credential_stuffing,0,7,1,0,0.01858086261960845,1,55.67,NORMAL
2026-05-29 00:27:34,hr.user,192.0.2.77,RU,FAILED,1,credential_stuffing,0,4,6,0,0.08696675092300432,1,23.94,NORMAL
2026-05-29 00:27:40,root,185.220.101.45,KP,FAILED,6,brute_force,0,7,4,0,0.022912092087269076,1,53.66,NORMAL
2026-05-29 00:27:41,jane.smith,103.21.244.0,RU,FAILED,1,credential_stuffing,0,5,6,0,0.06693408600340434,1,33.23,NORMAL
2026-05-29 00:28:35,admin,45.33.32.156,CN,FAILED,1,credential_stuffing,0,0,1,0,0.02027734053780461,1,54.88,NORMAL
2026-05-29 00:29:46,deekshitha,192.0.2.77,NG,FAILED,4,brute_force,0,1,5,0,0.06326885023011053,1,34.93,NORMAL
2026-05-29 00:29:57,jane.smith,45.33.32.156,KP,FAILED,5,brute_force,0,5,4,0,0.05040815747493255,1,40.9,NORMAL
2026-05-29 00:30:15,root,103.21.244.0,KP,FAILED,1,brute_force,0,7,4,0,0.029853912057491883,1,50.44,NORMAL
2026-05-29 00:30:27,jane.smith,185.220.101.45,NG,FAILED,2,brute_force,0,5,5,0,0.07476740497435086,1,29.6,NORMAL
2026-05-29 00:30:44,hr.user,103.21.244.0,RU,FAILED,7,brute_force,0,4,6,0,0.053901336180840254,1,39.28,NORMAL
2026-05-29 00:30:49,guest,45.33.32.156,NG,FAILED,6,brute_force,0,3,5,0,0.07053986637512555,1,31.56,NORMAL
2026-05-29 00:30:53,root,45.33.32.156,RU,FAILED,1,credential_stuffing,0,7,6,0,0.034148547928392836,1,48.45,NORMAL
2026-05-29 00:31:00,jane.smith,45.33.32.156,RU,FAILED,4,brute_force,0,5,6,0,0.04950750589531361,1,41.32,NORMAL
2026-05-29 00:31:22,admin,192.0.2.77,NG,FAILED,2,brute_force,0,0,5,0,0.0421096568073015,1,44.75,NORMAL
2026-05-29 00:31:29,admin,198.51.100.23,CN,FAILED,2,brute_force,0,0,1,0,0.008806299226970071,1,60.21,NORMAL
2026-05-29 00:31:34,root,185.220.101.45,NG,FAILED,1,credential_stuffing,0,7,5,0,0.04198368303586719,1,44.81,NORMAL
2026-05-29 00:31:57,guest,198.51.100.23,RU,FAILED,6,brute_force,0,3,6,0,0.05967357220653369,1,36.6,NORMAL
2026-05-29 00:31:59,admin,185.220.101.45,KP,FAILED,8,brute_force,0,0,4,0,0.022857969466428485,1,53.69,NORMAL
2026-05-29 00:32:25,jane.smith,192.0.2.77,RU,FAILED,12,brute_force,0,5,6,0,0.008920747955832642,1,60.15,NORMAL
2026-05-29 00:32:34,deekshitha,168.8.249.123,RU,SUCCESS,1,after_hours_login,0,1,6,1,-0.04166655839939293,-1,83.63,ANOMALY
2026-05-29 00:32:36,root,185.220.101.45,KP,FAILED,6,brute_force,0,7,4,0,0.022912092087269076,1,53.66,NORMAL
2026-05-29 00:32:52,admin,45.33.32.156,CN,FAILED,7,brute_force,0,0,1,0,0.011424416020040629,1,58.99,NORMAL
2026-05-29 00:32:52,jane.smith,198.51.100.23,NG,FAILED,4,brute_force,0,5,5,0,0.06708452074603444,1,33.16,NORMAL
2026-05-29 00:33:04,john.doe,198.51.100.23,RU,FAILED,1,brute_force,0,6,6,0,0.0528276208192453,1,39.78,NORMAL
2026-05-29 00:33:07,hr.user,45.33.32.156,NG,FAILED,1,credential_stuffing,0,4,5,0,0.09053295694616792,1,22.28,NORMAL
2026-05-29 00:33:24,dev.ops,45.33.32.156,RU,FAILED,8,brute_force,0,2,6,0,0.039958278363649624,1,45.75,NORMAL
2026-05-29 00:33:24,dev.ops,103.21.244.0,CN,FAILED,7,brute_force,0,2,1,0,0.03985533381072082,1,45.8,NORMAL
2026-05-29 00:33:36,admin,185.220.101.45,CN,FAILED,11,brute_force,0,0,1,0,-0.02946311604275076,-1,77.97,ANOMALY
2026-05-29 00:34:22,admin,198.51.100.23,NG,FAILED,4,brute_force,0,0,5,0,0.038629703676853255,1,46.37,NORMAL
2026-05-29 00:34:47,dev.ops,185.220.101.45,RU,FAILED,1,brute_force,0,2,6,0,0.07726902892766868,1,28.44,NORMAL
2026-05-29 00:34:49,hr.user,185.220.101.45,RU,FAILED,14,brute_force,0,4,6,0,-0.02596647383720696,-1,76.34,ANOMALY
2026-05-29 00:35:28,root,198.51.100.23,NG,FAILED,13,brute_force,0,7,5,0,-0.03199917428912147,-1,79.14,ANOMALY
2026-05-29 00:36:20,admin,192.0.2.77,NG,FAILED,3,brute_force,0,0,5,0,0.04640493874630214,1,42.76,NORMAL
2026-05-29 00:36:24,guest,45.33.32.156,NG,FAILED,3,brute_force,0,3,5,0,0.08376775108484974,1,25.42,NORMAL
2026-05-29 00:36:53,jane.smith,192.0.2.77,RU,FAILED,11,brute_force,0,5,6,0,0.0244418398491153,1,52.95,NORMAL
2026-05-29 00:37:02,deekshitha,103.21.244.0,KP,FAILED,11,brute_force,0,1,4,0,0.008431594236771311,1,60.38,NORMAL
2026-05-29 00:37:26,hr.user,185.220.101.45,CN,FAILED,2,brute_force,0,4,1,0,0.04188648693818109,1,44.86,NORMAL
2026-05-29 00:38:36,john.doe,185.220.101.45,NG,FAILED,1,credential_stuffing,0,6,5,0,0.06526264806728588,1,34.01,NORMAL
2026-05-29 00:38:47,jane.smith,198.51.100.23,CN,FAILED,13,brute_force,0,5,1,0,-0.037382225522625934,-1,81.64,ANOMALY
2026-05-29 00:38:58,hr.user,45.33.32.156,KP,FAILED,1,credential_stuffing,0,4,4,0,0.07906146496049271,1,27.61,NORMAL
2026-05-29 00:39:03,dev.ops,97.62.101.56,CN,SUCCESS,1,after_hours_login,0,2,1,1,-0.047266914063418874,-1,86.23,ANOMALY
2026-05-29 00:39:08,john.doe,192.0.2.77,CN,FAILED,2,brute_force,0,6,1,0,0.030821411454656444,1,49.99,NORMAL
2026-05-29 00:39:57,admin,198.51.100.23,KP,FAILED,10,brute_force,0,0,4,0,0.00639280394339814,1,61.33,NORMAL
2026-05-29 00:40:54,jane.smith,198.51.100.23,KP,FAILED,4,brute_force,0,5,4,0,0.05295851825983178,1,39.72,NORMAL
2026-05-29 00:40:57,guest,45.33.32.156,CN,FAILED,13,brute_force,0,3,1,0,-0.02939170364768151,-1,77.93,ANOMALY
2026-05-29 00:41:18,admin,185.220.101.45,KP,FAILED,1,credential_stuffing,0,0,4,0,0.05699920610161291,1,37.84,NORMAL
2026-05-29 00:41:22,root,103.21.244.0,CN,FAILED,13,brute_force,0,7,1,0,-0.05953410499411682,-1,91.92,ANOMALY
2026-05-29 00:41:46,deekshitha,192.0.2.77,CN,FAILED,7,brute_force,0,1,1,0,0.0291895719862727,1,50.75,NORMAL
2026-05-29 00:42:08,guest,192.0.2.77,KP,FAILED,11,brute_force,0,3,4,0,0.023395618553418207,1,53.44,NORMAL
2026-05-29 00:42:14,deekshitha,192.0.2.77,RU,FAILED,10,brute_force,0,1,6,0,0.020505513661761676,1,54.78,NORMAL
2026-05-29 00:42:31,dev.ops,103.21.244.0,CN,FAILED,1,credential_stuffing,0,2,1,0,0.048817502696916315,1,41.64,NORMAL
2026-05-29 00:42:32,dev.ops,45.33.32.156,KP,FAILED,10,brute_force,0,2,4,0,0.038993782284118095,1,46.2,NORMAL
2026-05-29 00:42:35,dev.ops,185.220.101.45,CN,FAILED,1,credential_stuffing,0,2,1,0,0.048817502696916315,1,41.64,NORMAL
2026-05-29 00:42:49,jane.smith,185.220.101.45,CN,FAILED,4,brute_force,0,5,1,0,0.03779108103065021,1,46.76,NORMAL
2026-05-29 00:43:09,admin,45.33.32.156,KP,FAILED,1,credential_stuffing,0,0,4,0,0.05699920610161291,1,37.84,NORMAL
2026-05-29 00:43:15,root,185.220.101.45,NG,FAILED,8,brute_force,0,7,5,0,0.02137069386655177,1,54.38,NORMAL
2026-05-29 00:43:23,deekshitha,192.0.2.77,NG,FAILED,1,credential_stuffing,0,1,5,0,0.08400314321697017,1,25.31,NORMAL
2026-05-29 00:43:38,root,198.51.100.23,KP,FAILED,6,brute_force,0,7,4,0,0.022912092087269076,1,53.66,NORMAL
2026-05-29 00:44:05,guest,185.220.101.45,NG,FAILED,3,brute_force,0,3,5,0,0.08376775108484974,1,25.42,NORMAL
2026-05-29 00:44:10,deekshitha,185.220.101.45,CN,FAILED,9,brute_force,0,1,1,0,0.008051016516683274,1,60.56,NORMAL
2026-05-29 00:44:10,root,185.220.101.45,CN,FAILED,1,brute_force,0,7,1,0,0.01858086261960845,1,55.67,NORMAL
2026-05-29 00:44:15,root,45.33.32.156,CN,FAILED,6,brute_force,0,7,1,0,0.0037596316992091205,1,62.55,NORMAL
2026-05-29 00:44:49,root,185.220.101.45,NG,FAILED,6,brute_force,0,7,5,0,0.027669677973827245,1,51.45,NORMAL
2026-05-29 00:45:04,root,185.220.101.45,RU,FAILED,12,brute_force,0,7,6,0,-0.029082512110144565,-1,77.79,ANOMALY
2026-05-29 00:45:19,jane.smith,198.51.100.23,RU,FAILED,1,credential_stuffing,0,5,6,0,0.06693408600340434,1,33.23,NORMAL
2026-05-29 00:45:52,jane.smith,185.220.101.45,KP,FAILED,8,brute_force,0,5,4,0,0.041367757025213114,1,45.1,NORMAL
2026-05-29 00:46:00,hr.user,45.33.32.156,CN,FAILED,1,credential_stuffing,0,4,1,0,0.05443810253176562,1,39.03,NORMAL
2026-05-29 00:46:02,deekshitha,185.220.101.45,NG,FAILED,4,brute_force,0,1,5,0,0.06326885023011053,1,34.93,NORMAL
2026-05-29 00:46:16,hr.user,185.220.101.45,RU,FAILED,1,credential_stuffing,0,4,6,0,0.08696675092300432,1,23.94,NORMAL
2026-05-29 00:46:35,jane.smith,185.220.101.45,KP,FAILED,3,brute_force,0,5,4,0,0.05743046014380737,1,37.64,NORMAL
2026-05-29 00:47:01,dev.ops,103.21.244.0,CN,FAILED,1,brute_force,0,2,1,0,0.048817502696916315,1,41.64,NORMAL
2026-05-29 00:47:03,deekshitha,103.21.244.0,NG,FAILED,5,brute_force,0,1,5,0,0.058060986509941404,1,37.35,NORMAL
2026-05-29 00:47:25,deekshitha,198.51.100.23,NG,FAILED,1,credential_stuffing,0,1,5,0,0.08400314321697017,1,25.31,NORMAL
2026-05-29 00:47:26,jane.smith,45.33.32.156,KP,FAILED,6,brute_force,0,5,4,0,0.05039980663656696,1,40.91,NORMAL
2026-05-29 00:47:39,root,192.0.2.77,KP,FAILED,1,credential_stuffing,0,7,4,0,0.029853912057491883,1,50.44,NORMAL
2026-05-29 00:48:08,dev.ops,45.33.32.156,RU,FAILED,5,brute_force,0,2,6,0,0.047836211650188254,1,42.1,NORMAL
2026-05-29 00:48:12,john.doe,198.51.100.23,CN,FAILED,8,brute_force,0,6,1,0,0.0183633725027591,1,55.77,NORMAL
2026-05-29 00:48:14,deekshitha,192.0.2.77,CN,FAILED,1,brute_force,0,1,1,0,0.045243361156499295,1,43.3,NORMAL
2026-05-29 00:48:51,john.doe,103.21.244.0,KP,FAILED,1,credential_stuffing,0,6,4,0,0.053334076807007635,1,39.54,NORMAL
2026-05-29 00:48:56,hr.user,45.33.32.156,RU,FAILED,8,brute_force,0,4,6,0,0.05101361534408577,1,40.62,NORMAL
2026-05-29 00:48:57,guest,45.33.32.156,CN,FAILED,9,brute_force,0,3,1,0,0.03127372022492014,1,49.78,NORMAL
2026-05-29 00:49:33,guest,45.33.32.156,NG,FAILED,5,brute_force,0,3,5,0,0.07060085759207446,1,31.53,NORMAL
2026-05-29 00:49:56,deekshitha,103.21.244.0,RU,FAILED,3,brute_force,0,1,6,0,0.05489950329161486,1,38.82,NORMAL
2026-05-29 00:50:16,dev.ops,198.51.100.23,KP,FAILED,1,brute_force,0,2,4,0,0.07681662070491141,1,28.65,NORMAL
2026-05-29 00:50:24,guest,56.67.236.190,RU,SUCCESS,1,after_hours_login,0,3,6,1,-0.027472602278593827,-1,77.04,ANOMALY
2026-05-29 00:50:26,jane.smith,185.220.101.45,KP,FAILED,2,brute_force,0,5,4,0,0.05867391117833243,1,37.07,NORMAL
2026-05-29 00:50:45,deekshitha,185.220.101.45,KP,FAILED,3,brute_force,0,1,4,0,0.06070943843263377,1,36.12,NORMAL
2026-05-29 00:50:59,root,198.51.100.23,CN,FAILED,1,brute_force,0,7,1,0,0.01858086261960845,1,55.67,NORMAL
2026-05-29 00:51:27,guest,103.21.244.0,NG,FAILED,5,brute_force,0,3,5,0,0.07060085759207446,1,31.53,NORMAL
2026-05-29 00:51:34,admin,198.51.100.23,NG,FAILED,7,brute_force,0,0,5,0,0.031316680500183436,1,49.76,NORMAL
2026-05-29 00:51:39,john.doe,192.0.2.77,CN,FAILED,1,credential_stuffing,0,6,1,0,0.04173287312435747,1,44.93,NORMAL
